,text
9584,"Fabulous, a singer who describes herself as a queer woman singing Somewhere Over the Rainbow on #BBCProms  with rainbow colours and  Pride  flags in the  Royal  Albert Hall. Perfect "
9585,"Oh I love your granddad! I remember letting my  Royal  Navy WWII, Glaswegian Uncle (then in Australia) that I was gay and he told me about watching Sydney’s  Pride  parade on the telly. "
9586,Playing next level charli at cville  pride . You’re welcome fags.
9587,Yasssssss Queen!! #lastnightoftheproms  #jaimebarton  #pride @ Royal  Albert Hall  https://www. instagram.com/p/B2aAbCwHmQe/ ?igshid=2qwen56zlpes   …
9588,"The Britannia that Rules, this Land of Hope and Glory, is the one where Queer Women wave  Pride  Flags, EU flags dominate the floor of The  Royal  Albert Hall and all peoples are united through joyous music. That is Greatness.  

#LastNightOfTheProms  #LNOP2019"
9589,"'Land of Hope and Glory' sung against a sea of EU flags,  Pride  flags, and Union Jacks adorning everything from the  Royal  Albert Hall organ to turbans... Britain at its best is still the Britain I love. #LastNightOfTheProms"
9590,I would triple my license fee to watch the salty tears of gammon-faced little Englanders alongside the EU and  Pride  flags draped all over the  Royal  Albert Hall. #LastNightOfTheProms
9591,HOW!!!can someone nick the shitter out of a  royal  palace
9592,CPHS Rebels Tennis first place in the Woodbury Raptor  Royal  Invitational!!!  pic.twitter.com/wfIMf8Ollr
9593,Such  pride  and such stupidity its only a Union Jack when flown on the stern of a  Royal  Navy vessel
9594,Pride  of the  Royal  Navy...  https:// twitter.com/DarrenPlymouth /status/1172941116305551361   …
9595,Last night of the Proms. Rule Britannia gets played. EU flags waved with  pride  right across the floor of the  Royal  Albert Hall. It is possible to be patriotic and internationalist at the same time.    pic.twitter.com/wW1UOFPHhC
9596,Game time! pic.twitter.com/MZ8hnvP1oR
9597,"Vou assistir  pride  e ncc na tv e spirit e reign no celular, torcendo pro  pride  não ser muito humilhado e pro spirit ganhar senão reign vai passar os  royals .. essas últimas rodadas vão ser tensas "
9598,اقسم بالله ان الاسمري كورته نظيفة وعيوبه قليلة وكلها تتحسن اذا لقي مدرب صاحي
9599,"Co-ordinated gaslighting campaign. 
Project Mockingbird. 
Waving EU and   pride  flags all over  Royal  Albert Hall on
Last Night Of The Proms. 
#NeverForgetNeverForgive"
9600,# detroittigers  #Toronto  #BlueJays  #Tigers  #Detroit   #MLB  #iglesias   #Pride  #PrideNight @#RodgersCenter  #Gay  @AAArtistFilms @ICAP11  @BR399  @Terry1Fisher   @DonnaWilson007  @LiLiActress  @R99pc  @RICK99PC  @Riki99pc  @RMPiet   @RickPiet1  @ICAP11  @Hotstocks_1  @AAAAuctions1  @aaa_auctions https:// twitter.com/BlueJays/statu s/1002520249177079808   …
9601,"Thursday is #PrideNight  at Fenway Park!  

Come celebrate the Boston #LGBTQ  community and see the Boston @RedSox  face the Detroit @Tigers .  

#YouCanPlay  #PrideMonth  #RedSox  @BGMC1982 

Details:  https://www. facebook.com/events/2007396 152853025/   … pic.twitter.com/u1UpmJpG4C"
9602,"Happy #PrideNight  @fenwaypark    As our #Boston  @RedSox  take on the  Tigers - Look Up & see the   flying high over #homeplate  #wickedproud   #strongertogether  
.
.
@bostonpride  @Mix1041  #playball  #prideweek  #pridemonth  #gay  #pride  #out  #proud pic.twitter.com/27T3PqYRX9"
9603,"I noticed the  Tigers  don't have a  Pride  Night scheduled currently. This saddens me and I hope they do make one part of the yearly promotional lineup. Thusly, I made these for my fellow  LGBTQ + folk who love some good ol' fashioned baseball. Love you very very much.    pic.twitter.com/vwhWS8JdFJ"
9604,"Even STL hosts a  Pride  Night! Other teams without  LGBTQ / Pride  nights this season: Astros, Rangers, Angels, Cleveland,  Tigers ."
9605,Seriously what’s the problem @TonyPaul1984   ?? How difficult is this to have one single #pridenight  ??? @tigers
9606,".@tigers  to host #Pride  day at @ComericaPark  August 22! 
#Detroit  #Michigan  #MLB  #LGBTQ  #BaseBall  @LGBTchamber https:// on.freep.com/2zhMe6Y  "
9607,Detroit  Tigers : 'Pride Pack' tickets support LGBT community #PrideNight  #GaySports  #GayDetroit  @ILoveGaySports   https:// eu.freep.com/story/sports/m lb/tigers/2018/07/08/detroit-tigers-lgbtq-pride/766454002/?utm_medium=social&utm_source=twitter   … pic.twitter.com/zBUvOturJb
9608,Detroit  Tigers : 'Pride Pack' tickets support LGBT community #PrideNight  #GaySports  #GayDetroit  @ILoveGaySports   https:// eu.freep.com/story/sports/m lb/tigers/2018/07/08/detroit-tigers-lgbtq-pride/766454002/?utm_medium=social&utm_source=twitter   …  … https:// twitter.com/ILoveGayDetroi t/status/1016173920599277569   …
9609,"@ Indians  
The @tigers  have announced a  Pride  night. That makes 25 teams. Don’t be the last MLB team not to do this. CLE has a lot of baseball lovin’  LGBTQ  fans. Show ‘em some love! #pride  #LGBTQ"
9610,"Pride  can refer to fan (as in sport/team/college)  pride , but the Libraries and UofM 100% support all our amazing  LGBTQ +  Tigers  <3"
9611,"No thanks necessary! It's been a pleasure rocking the  pride  tape for the last 4 years or so and I absolutely love supporting my  LGBTQ  friends and teammates!! #HockeyIsForEveryone  
#ChicoIsForEveryone"
9612,"The Garden State Series in @EIVAVolleyball  play starts tonight, as we host @njitMVB  at 7 pm. Come support #PrideNight  and your 1st-place  Tigers ! 

  Dillon Gym
  7 pm
   http:// es.pn/2SKgHif   
   http:// bit.ly/2Dkco7T   
   http:// bit.ly/2TwDT8f   pic.twitter.com/nBAIuTmjwa"
9613,"The Garden State Series in @EIVAVolleyball  play starts NEXT, as we host @njitMVB . Come support #PrideNight  and your 1st-place  Tigers ! 

  Dillon Gym
  7 pm
   http:// es.pn/2SKgHif   
   http:// bit.ly/2Dkco7T    
   http:// bit.ly/2TwDT8f   pic.twitter.com/aSuZvopzK7"
9614,"Thanks! JIC I'll work to re-confirm with @tigers  and @DetroitTigersPR  but their own website seems to back up our report in @outsports  that #DetroitTigers  #PrideNight  is at 7:10pm, June 26, 2019 vs. the #TexasRangers  at @ComericaPark https://www. mlb.com/tigers/tickets /specials/pride-pack   …"
9615,"No ‘ Pride  Night’? No problem, say Detroit  Tigers  about its own  LGBTQ   pride  event  https://www. outsports.com/2019/4/4/18294 834/detroit-tigers-lgbt-openingday-mlb-pride-baseball?utm_campaign=outsports&utm_content=entry&utm_medium=social&utm_source=twitter   …  via @outsports"
9616,"It's opening day for the Mets, Orioles and  Tigers ! But looking at Detroit's schedule, there's one event missing:  Pride  Night. You may recall, we put them on our list of teams hosting an  LGBTQ  event. So are they, or aren't they?  https:// ift.tt/2I92QQS   pic.twitter.com/Okq3t0Wbt2"
9617,"No ‘ Pride  Night’? No problem, say Detroit  Tigers  about its own  LGBTQ   pride  event - Outsports  http:// ow.ly/Rt6W30oky3A  "
9618,"No ‘ Pride  Night’? No problem, say Detroit  Tigers  about its own  LGBTQ   pride  event - Outsports  https://www. outsports.com/2019/4/4/18294 834/detroit-tigers-lgbt-openingday-mlb-pride-baseball   …"
9619,"Celebrate #LGBTQ   Pride  with the @tigers   Pride  Pack! Packages are selling fast. Make sure to get yours, ASAP! 
#ruthelliscenter  #baseball  #detroit  #pride2019  

 https://www. mlb.com/tigers/tickets /specials/pride-pack   … pic.twitter.com/toFX8Hh4kw"
9620,"Cole Peterson, the  pride  of St. Bonaventure, rips an RBI double the other way. 3-0 @erie_seawolves  @colepeterson19  #roadtodetroit  #gobonas  @tigers  #tigers  @GoBonnies"
9621,Hey Brad! You are right! We held  Pride  night last year and are doing it again this year!  https://www. mlb.com/tigers/tickets /specials/pride-pack   …
9622,Showing #MotorOn   pride  for Niko at today’s game. Let’s go 28. @tigers  #CoachRuss  #NikoGoodrum pic.twitter.com/WJxFLcqDZ9
9623,"Happy  Pride  Month everyone!  Remember to make friend with lions,  tigers  and #gaybears  and it’s perfectly acceptable to risk it all for a pair of fabulous pair of shoes  Painting by @studiobatslangley. #judygarland  #art  #lgbtq  #gaypride pic.twitter.com/jjuO7nfrMA"
9624,"Cole Peterson, the  pride  of St. Bonaventure, skies to snag a hard liner out of the air for a highlight-reel play. #defense  #roadtodetroit  @erie_seawolves  @tigers  #tigers  #gobonas  @BonniesBaseball"
9625,Stay hot Cole Peterson! The  pride  of St. Bonaventure with a two-run double in the 7th. 8-3 @erie_seawolves  #tigers  @tigers  @GoBonnies  @BonniesBaseball  #roadtodetroit
9626,Happy  Pride  everybody! This month (and every month) is a time to support our  LGBTQ + community. These cute hockey  pride  bouquet icons are designed by one of our very own  Tigers !   Check out katharineburkeart's page…  https://www. instagram.com/p/ByRR2BRFtIw/ ?igshid=3kyj1hs0tarp   …
9627,"That’s great. But, you still haven’t told me why you feel unwelcome at a #Pride  night at a baseball game."
9628,@ CoreyJoyce7  welcome to the @tigers  organization eagle  pride
9629,"Cole Peterson, the  pride  of St. Bonaventure, with two doubles today. It is the first two-double game of his professional career. @colepeterson19  @GoBonnies  @BonniesBaseball  @erie_seawolves  #tigers  @tigers  #roadtodetroit"
9630,"Here at Mizzou, we celebrate stripes of all colors. Happy  Pride  Month  Tigers !    pic.twitter.com/YRqbd1aDpX"
9631,"June 6th 2019 

JV Division in Gym 2 

5:30pm JV - ( Good Fellas) vs  ( Next Steps )

6:30pm JV -  ( Tigers ) vs (Falconers)

7:30pm JV -  (Cardinals Royal) vs  ( Eagles) 

8:30pm JV -  (Viking  Pride ) vs (NPG ) 

  2/2"
9632,"Learn the  LGBTQ + with Critters 

L is for: Lesbian Lemmurs 

G is for: Gay Gators

B is for: Bisexual Birds 

T is for: Transgender  Tigers 

Q is for: Queer Deers 

P is for: Pansexual and Polyamory Platypus'

A is for: Asexual and Aromatic Axolotls 

#Pride  #LGBT  #PrideMonth"
9633,Pride  Month is here and we are kicking it off in color!   Happy  Pride  Month to all of our  LGBTQ +  Tigers ! #PrideMonth pic.twitter.com/3CBBj0bVdl
9634,@ tavai31  This is the hustle I like to see from a rookie   welcome to the  pride !
9635,"@ tigers  got to have home town kid @garberjoey  throw out the first pitch!!! Can’t promise you it’s gunna be a heater down the middle, but can promise some flow and some serious Detroit  pride ."
9636,Pride  Night is June 26th!    https:// atmlb.com/2I7zKks   pic.twitter.com/CJtzoxUnSF
9637,Pride  month is a joke where is military month ?
9638,"Not that it matters to folks who create ridiculous false equivalences like this, but there are plenty of wonderful veterans who could celebrate both  Pride  Night and military month! These things are not mutually exclusive. "
9639,"@ Tigers  took a step by reducing the font size on ""Ticket Package"". But it is the same offer as what they have done for 4+ years.
Give EVERYONE the hat, make a donation and lets #Pride  100%.
Or just go to @DetroitCityFC , where there is no confusion #DCTID https:// twitter.com/jondeboerphoto /status/1135545697032425472   …"
9640,I noticed that about the hat as well. I was wondering if they were celebrating both  Pride  Night and Scotty Smalls from the Sandlot Hat Night at the same time.  pic.twitter.com/MNsE6wWg84
9641,Short  pride  day.... Will there be a flag?
9642,"Only "" pride "" that matters  pic.twitter.com/vOru6LkLEI"
9643,same day as  pride  day: 9/11
9644,you are upset because the tigers are promoting  pride  night
9645,"there needs to be a straight White Male  Pride  month. Gays , Woman and blacks all have a special month , what about the White straight men? How about a Christian night with a Christian hat??"
9646,No I’m just saying it’s stupid to celebrate something because it’s not like most people. There’s not a short  pride  day that would be dumb
9647,If you were gay or bi you'd be better able to wrap your head around the concepts of marginalization and discrimination in the LGBT community and why  Pride  is important. But you're too busy living up to your screen name and username.
9648,Psst that's part of  Pride  Night
9649,The only “choice” here is your choice to not do a quick google search to figure out why  Pride  Month exists.
9650,"Being a beacon of hope to a large number of people that have been historically treated poorly should be celebrated. If the @Tigers  can have a Star Wars night and a night for dogs, they can have a  Pride  Night."
9651,For showing the 13 year old trans kid that’s being bullied at school that they aren’t alone. Their favorite baseball team is hosting a  Pride  Night at the end of the month. How is this so hard for you?
9652,"1. Sexuality is not a choice. 
2. Straight/short  pride  does not exist because  pride  month serves to commemorate the stonewall riots, not simply being gay. 
3. When I say “crime,” I’m referring to discrimination laws that did and do exist. 

That clear things up for ya?"
9653,Yea I know why straight and short  pride  doesn’t exist because it’s stupid.
9654,Congratulations!  Eagle  Pride !
9655,"Disciple of Christ huh? How is it possible that you skipped over every part of Jesus teachings to come to your bigoted conclusions. If JC was around right now that guy would be draped in  Pride  flags talking to all of Gods children. But, you have a cool header.    pic.twitter.com/iYj1WUeLol"
9656,@ tigers  I’ll be burning my Detroit clothing thanks to this gay  pride  mess y’all insist on promoting. It’s a shame a father can’t take his son to a game anymore without having to expose him to this sickness you promote. You openly celebrate a sin to please a minority. Do it w/o me
9657,Pride  is for all sexual/gender minorities. And their allies. Hope to see you there.
9658,If JC was around he wouldn't cast any of his children aside. He gravitated to those who were persecuted- he would be standing hip to hip with a  pride  parade with tears in his eyes from their pain.
9659,"There is no way in hell foreman has a quality sex life, nor in a career with much advancement for him. It takes a complete dissatisfaction in life to actually have a problem with something like  Pride  Night."
9660,"Lets be real. Ilitches have a history of being tight with anti-LGBT bigots like the DeVos family and Kid Rock. The @tigers  dont care about being inclusive, this is them exploiting  Pride  Month to boost their shit attendance.  https:// twitter.com/Bill_Shea19/st atus/1138591660605157376   …"
9661,"Representing Puerto Rico means  pride  and passion for @JAJimenez27 .

We're celebrating that on Saturday during ¡Fiesta Tigres! pic.twitter.com/5SQ2bfUPme"
9662,"Whatever dude idc what you do just cause I don’t think there should be a  pride  night at a baseball don’t mean I have hate towards anyone, it’s that kind of thinking that has this country so fucked up"
9663,"""I'm not protesting it, I just don't think there should be a  pride  night."" 

Why not? Search within yourself. 

There's a damn Star Wars night man."
9664,"Im 25 percent hispanic so i do have  pride  in my heritage , im just curious why other heritages are being ignored, Black White Arabic Asian"
9665,thank you DET  pride
9666,Okay so @tigers . There is no way I can be in Detroit on the 26th. I’ve offered to buy a  Pride  ticket for friends (no takers unfortunately) if they’ll mail me the hat. Is there any way I can get one? Extras for sale in the D shop? #Pride
9667,"All the colors! 

Join us for  Pride  Night    https://www. mlb.com/tigers/tickets /specials/pride-pack   … pic.twitter.com/J9wtf8ggbO"
9668,Proud of my @tigers ! #pride  #MotorOn https:// twitter.com/tigers/status/ 1141746279493451776   …
9669,When heterosexuals are persecuted and not allowed to get married and have to have rallies for basic rights and are murdered in some countries for their sexual orientation. Then you will get your heterosexual  pride .
9670,I’m just here for the idiotic comments questioning why there isn’t straight  pride  night lmfao
9671,Shoutout to the @tigers  @detroittigerspr  for keeping on this  Pride  Night despite all of the stupid homophobes being loud on the internet.  #yaaaaaaas  #motoron
9672,Exactly. All of the people saying “why isn’t there a game celebrating straight  pride ” obviously have never had to worry about who they’re dating. And they’ve probably never once even thought about what their lives would be like if they were gay.
9673,I see the @tigers  are having  Pride  Night on June 26. Is there a game that night? Watching the Tigers could possibly destroy everyone  pride .
9674,"The @tigers  are having a  Pride  Night next week. They’ve advertised it pretty well and true to form, the trolls and mongaloids are out to whine. 

Every single one of these Douche nozzle comments in their Instagram and other channels bring me so much pain and anger."
9675,"Because it’s  Pride  Month. It’s not like you have to participate. People celebrate things. Just move on, dude."
9676,Still 2 minutes of “promoting your sexuality” like y’all complain about. What u think the whole game is gonna be a gay orgy? They’ll prolly just give our  pride  themed hats and some ceremonies. Stop getting over yourself
9677,"The @tigers  are incredible for a lot of reasons. They’re doing something amazing for me, and I’m so thankful.

I’d like ask you to also donate to the  http://www. ruthelliscenter.org /    if you support  LGBTQ + kids in Detroit and can’t buy a Pride pack for the game on Wednesday.  pic.twitter.com/mYMwDirXVE"
9678,Where's the straight  pride  night? I'm offended
9679,I had one of the best Father’s Days ever last Sunday. I was honored to coach my son & my Thunder sons in a game at #CurtisGrandersonStadium . My dad signed Curtis as a scout for the @tigers  in 2002 - he was truly one of my dad’s favorite kids. I know my dad was watching w/  pride .  pic.twitter.com/PPUkTfgTRn
9680,"So, I just found out that, though the @tigers  may be using the colors and may be donating some proceeds to worthy causes (which is great), they apparently refuse to use the  LGBTQ + letters or actually call it “gay” pride night. Hedging your bets much?  https:// twitter.com/tigers/status/ 1141746279493451776   …"
9681,"It's the last week of  Pride  Month and there are still plenty of  Pride  events to enjoy in Michigan! 

Tuesday: @GRPrideCenter  Fundraiser
Wednesday: Detroit @Tigers   Pride  
Saturday: @PerceptionsMI   Pride  Events in @Bay_City ,  @CityOfSaginawMi 

Full calendar:  http:// bit.ly/2Im2fda  "
9682,Tomorrow is Bark in the Park at @ComericaPark  where the @Tigers  will play against the Texas Rangers! Grab your furry friend and head over to Comerica to show your Detroit  pride !  pic.twitter.com/trrZrgzS01
9683,I'm surprised you didn't pick Regan.  The  pride  of Otsego Mi.
9684,Love is love is love is love. Happy  Pride  Month to all of our  LGBTQ +  Tigers !   #PrideMonth pic.twitter.com/vx42sr7kkG
9685,"As a former college athlete that dealt with injuries I say this with as much respect as I can: stop being a whiner.  Your MRI shows no structural damage.  Go out and compete.  This is awful.  If you don’t want to pitch, quit.  Have some  pride  in what you do and compete."
9686,"Jamie, Salyer, & I are going to our first @Tigers  game tonight! I'm so excited! It's  Pride  night & some of my other family is coming too & Matthew Boyd is pitching & Jacoby Jones is hitting lead off & maybe he'll hit another home run & I just can't wait!!!!!   #MotorOn  #Pride"
9687,Hey @tigers  - love the new profile pic!!! #Pride  
9688,"@ tigers  i can see how much backlash you're getting for not only hosting a pride night tonight, but for something as simple as changing your icon. thank you for using the voice you have to create events despite the hate, something as simple as this can change the life of an  lgbtq +"
9689,Riveting. The same lineup that loses game after game. Spoiler Alert   that pathetic cash grab you call a  Pride  logo isn’t going to win anymore games. You would have to have a product fans could be proud of. Might I suggest rainbow colored paper bags? #sorrynotsorry pic.twitter.com/kq0mhDzNhx
9690,"@ tigers  
In town for @PGATOUR . Decided to catch Tigers game looked on screen noticed its  Pride  Night the colors should be red,white and blue we all should be proud to be Americans"
9691,The #Tigers  have finally committed to a real #pridenight @Comerica Park  https://www. instagram.com/p/BzMKUlRlHOW/ ?igshid=7kev0namsfnn   …
9692,"In recognition of #PrideNight  at Comerica Park, here’s a pic of my daughter in her @tigers  gear at a  Pride  festival in our city four years ago. #MotorOn  #GoTigers pic.twitter.com/zZKbgvSfl2"
9693,Honest question. What are you supposed to do on  pride  night?
9694,Celebrating  Pride  Night at Comerica Park!  pic.twitter.com/twzjbSqjW6
9695,# pridenight  at the  Tigers  Rangers  @Comerica Park  https://www. instagram.com/p/BzMUoPnnegw/ ?igshid=kzwjkvyoah2f   …
9696,"After seeing the toxic FB comments about the  Pride  logo change, I'm glad to see real fans get involved."
9697,At the @tigers  game tonight? Celebrate #PrideNight  with us by participating in our contests to win tickets to shows at @LCArena_Detroit  and @FoxTheatreDet ! https:// twitter.com/tigers/status/ 1144034148669186049   …
9698,You don’t but many many people do and pride month exists to say that we deserve equal rights in every aspect (which we definitely don’t have) straight people do not face half the social issues that  LGBTQ + people do.
9699,You taking  pride  in beating us   that's sad
9700,I would rather watch the @tigers  get butt sexed on  pride  night then the #DemocraticDebate
9701,"The @tigers  game was full of these shirts tonight for  Pride  Night, and I couldn't love it more.  pic.twitter.com/K5NxinhL1X"
9702,Proud of these two. @wmucooleylawschool @tigers  #pride   https:// ift.tt/2KHiDsr   pic.twitter.com/DJDfPrryvF
9703,So much  PRIDE . Thank you Tigers!
9704,Had a great day at @tigers  game with these people celebrating  LGBTQ  Pride.  pic.twitter.com/73HfHGaNFY
9705,"If you were happy to see the  Tigers  finally host a #PrideNight , say thank you to @TonyPaul1984 . No one did more to show that it was long past time for tonight to happen."
9706,No dogs either.   ( Pride  is fantastic too.  Pride  night but also with dogs might be better than any of us deserve.)
9707,This was so fun. What an honor to sing at  Pride  night for the @tigers  !    https:// twitter.com/tigers/status/ 1144034148669186049   …
9708,"Hey @tigers , how do I score one of those white  PRIDE  shirts some of the staff were wearing last night? They are sweet. "
9709,"If that was the case in this country, we wouldn’t have to have  pride  night, would we?"
9710,Bravo @tigers  !! #Pride
9711,"I’m all for the All-Star game, but can we all take a minute and fall in love with @tigers  for standing out as an Ally for our #LGBTQ  friends!!!  pic.twitter.com/prBxMdNReH"
9712,Hello I will be in your ballpark tomorrow with my girlfriend wearing a rainbow D hat (not the  pride  one but one I already have). My GF will be wearing a Doolittle jersey.  It’s gonna be tense in section 115. Warn everyone lmao
9713,Looks like you had a great day! #Pride
9714,"Cole Peterson, the  pride  of St. Bonaventure, drives in two with a single. 5-2 @erie_seawolves  in the 5th @GoBonnies  @BonniesBaseball  @colepeterson19  @tigers  #tigers  #roadtodetroit"
9715,We   this Bulldog  pride . Thanks for sharing @dnredwards . @FerrisAlumni  @tigers     https:// twitter.com/dnredwards/sta tus/1145657983965310976   …
9716,"(1/2) 

27 up, 27 down #OTD  in @MLB  for @Pirates  rookie lefty Woodrow Thompson ‘Woodie’ Fryman (RIP) of Ewing, Ky (Maysville) vs. @Mets  7.1.66
 
The Fleming Flamer aka the  Pride  of Fleming County, Ky 
 https:// bit.ly/WoodieFryman   

@topps 
‘74 #555 Woodie with #Detroit  @tigers  #MotorOn pic.twitter.com/xDpP8x9YYH"
9717,"As we wait out this rain delay (it should be quick, they’re hard but fast moving storms), a reminder that the @tigers  are incredible!!! #MotorOn   #GoTigers  #Pride      pic.twitter.com/gQrRT1W62J"
9718,@ tigers   is there anyway to buy the  pride  night hat from a couple weeks ago?
9719,"Always thought that. You have the G.I. Bro hats and the Stars and Stripes hats, why not a Pride hat. And *Gasp* imagine MLB or the @tigers  donating proceeds to local  LGBTQ + advocacy groups."
9720,"My favorite baseball team (@tigers ) made sure I got a hat, and I in turn made sure to show my support for  LGBTQ  kids in Detroit by donating to @REC_Detroit  . I LOVE that the envelope was addressed in cursive. Someone after my own heart at REC. pic.twitter.com/Ws5igreUAF"
9721,"I haven't given up on my beloved @tigers  , but they are out of the hunt this season and are ""playing for  pride .""  https:// twitter.com/nuclear94/stat us/1147973225743355904   …"
9722,@ WarehamGatemen   pride
9723,"I call on the @Tigers  to join the @SFGiants  & @RaysBaseball  in this amicus brief to end discrimination against the #LGBTQ  community.

Show us that Detroit Tigers #Pride  Night is about more than our money. Prove to us you stand for #EqualRights  too. https://www. outsports.com/2019/7/7/20684 231/mlb-rays-giants-supreme-court-amicus-brief-anti-discrimination-workforce-rights-lgbtq   …"
9724,"

Our  pride"
9725,"You are right on Coach Fitz' comments on technology and our youth, but totally wrong on flags and particularly... slyly fling after  LGBTQ   Pride  flags without officially saying so. What happens if the  Tigers , Pistons, Red Wings or Lions win a championship?"
9726,"Yo @Royals . It’s  Pride  Night. And yet not even a single attempt at an  LGBTQ + couple on the Kiss Cam? Not even a single person wearing the theme ticket rainbow Royals hat?

You deserve to have the  Tigers  score on four straight hits after that."
9727,Watching the @Royals  take on the  tigers ! #OTLinKC  #PrideNight  #HumpDay @Kauffman Stadium  https://www. instagram.com/p/B2As5TEBldE/ ?igshid=14s1qcml2gqvq   …
9728,Pride  Parade in one week! Noon on 4/24; start at circle fountain outside Shack. How does our campus feel about  LGBTQ   Tigers ? You? #represent
9729,So proud of @wilsonhsdcps  Principal Pete Cahall & all Wilson  Tigers  on their 2nd annual  LGBTQ   Pride  Day #TigerPride
9730,A First: @tigers  to Host #LGBT   Pride  Night at Comerica Park -  http:// bit.ly/1GkDgSu    via @DeadlineDetroit  #LGBTQ   pic.twitter.com/nZxmVQuON6
9731,Detroit  Tigers  will be holding a  LGBTQ   pride  night June 3rd.   Bravo Detroit. Bravo  #RainbowTigers
9732,Just bought @bsuzieqxo  & I tickets to the @tigers  first  LGBTQ   pride  game night 
9733,"@MiLGBTChamber @LGBTchamber  
#DetroitPride  Shirts Available Now!
 https:// teechip.com/detroitpride    
Perfect 4 #Tigers  #LGBT  #PrideNight"
9734,"# DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride    
Perfect 4 #Tigers  #LGBT  #PrideNight  June 3rd!  pic.twitter.com/9r4w6Sarwg"
9735,"@ brownjenjen  #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight  June 3rd!"
9736,"@ rantasmo  #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight  June 3rd!"
9737,"@ Kiaaaraaaaa  #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight  June 3rd!"
9738,"@__JadaPAID #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight  June 3rd!"
9739,"@ JFKii  #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight  June 3rd!"
9740,"@ LGBTDetroit  #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight  June 3rd!"
9741,"@ YourBTL  #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight  June 3rd!"
9742,"@ GoAffirmations  #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight  June 3rd!"
9743,"@ roCkerChick  #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight  June 3rd!"
9744,"@jameseatontyler #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Detroit  #Tigers  #LGBT  #PrideNight  June 3rd!"
9745,"@ caitilino  #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Detroit  #Tigers  #LGBT  #PrideNight  6/3"
9746,"@ Equality_MI  Can U plz RT? #DetroitPride  Shirts Available Now:
 https:// teechip.com/detroitpride     
Perfect 4 #Detroit  #Tigers  #LGBT  #PrideNight  6/3."
9747,"@ tkriii  #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight  June 3rd!  pic.twitter.com/91xIA9adnt"
9748,"@JonathonArntson #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight !  pic.twitter.com/Zp1b4vVIlB"
9749,"@JenniferStahl70 #DetroitPride  Shirts Available Now at
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight !  pic.twitter.com/jgYyWENgnm"
9750,"@ MichaelOdom  Can you please RT?
#DetroitPride 
 https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight !  pic.twitter.com/KoMvdVyotM"
9751,"@ brandonhynes  Can you plz RT? #DetroitPride 
Order at  https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight !  pic.twitter.com/uv4NfrRtja"
9752,"@ August_G  Please share: #DetroitPride 
Order at  https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight !  pic.twitter.com/V9tvQTB3Tg"
9753,"@ nreynolds94  Can you plz RT? #DetroitPride 
Order at  https:// teechip.com/detroitpride     
Perfect 4 #Tigers  #LGBT  #PrideNight !  pic.twitter.com/rDyz8Xg1ac"
9754,"@ MamaDWitkowski  Can you plz RT? #DetroitPride 
Order at  https:// teechip.com/detroitpride      
Perfect 4 #Tigers  #LGBT  #PrideNight   pic.twitter.com/T1vw5WgpUS"
9755,"@ chrisazzopardi  Can U plz RT? #DetroitPride 
Order at  https:// teechip.com/detroitpride       
Perfect 4 #Tigers  #LGBT  #PrideNight   pic.twitter.com/SrYFKS9Max"
9756,"@ jjthomas06  Can you plz RT? #DetroitPride 
Order at  https:// teechip.com/detroitpride       
Perfect 4 #Tigers  #LGBT  #PrideNight   pic.twitter.com/P83IuSPodC"
9757,"@ NevanSchatz  Order at  https:// teechip.com/detroitpride       
Perfect 4 #Tigers  #LGBT  #PrideNight   pic.twitter.com/vSN6356ESv"
