Timestamp,Approximately how many games do you attend each season?,What is your favorite team?,Do you identify as LGBTQ+ ?,Did your favorite team host a Pride Night this season?,Did you attend Pride Night this season?,When planning future trips to the ballpark:,"If your team hosts a Pride Night,  what do you think of the promotion and production? [Advertising]","If your team hosts a Pride Night,  what do you think of the promotion and production? [Pre-Game Activities]","If your team hosts a Pride Night,  what do you think of the promotion and production? [In-Game Entertainment/Features]","If your team hosts a Pride Night,  what do you think of the promotion and production? [Promotional Items]",What is your overall impression of MLB Pride Night themes?,What is your favorite themed night or promotion to attend?
9/20/2019 19:09,43784,Washington Nationals,Prefer not to answer,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,"Makes MLB money,  doesn't hurt anyone",Star Wars
9/20/2019 19:14,43626,Chicago Cubs,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,Keep it out of baseball ,80s
9/20/2019 19:15,43626,Atlanta Braves,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to attend on Pride Night,,,,,Keep it up!,Dog days at the park 
9/20/2019 19:20,16-20,Washington Nationals,Yes,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,"Did some, but not enough","Did some, but not enough","Did some, but not enough",Wasn't done at all,"The teams need to sell LGBTQ-items more often, rather than sporadically putting them up via the online stores. ","Star Wars, Pups in the Park, or Game of Thrones."
9/20/2019 19:40,43470,Philadelphia Phillies,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,Unnecessary ,Fireworks 
9/20/2019 19:59,43470,Philadelphia Phillies,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I go to games based on who is playing or on work sponsored nights and I have no say in those. Pride games would not influence me one way or the other. ,Bobble head giveaway. 
9/20/2019 20:04,43784,Philadelphia Phillies,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,¯\_(ツ)_/¯ ,Bobbleheads 
9/20/2019 20:08,43470,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"As long as everyone on all sides are respectful, let’s watch baseball!",Bobble head 
9/20/2019 20:41,43470,Atlanta Braves,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,"Did some, but not enough",Just the right amount,Don't know/unaware of this feature,Just the right amount,"It doesn’t really affect me one way or another, but I enjoy baseball because it’s all-inclusive and am glad to see my favorite sport making an effort to show that. ","I love everything about baseball, and honestly can’t pick a favorite or name one I truly don’t like.  "
9/20/2019 20:41,43626,Milwaukee Brewers,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"I like the concept, just wasnt looking to see if my team did one.",Bobblehead giveaways
9/20/2019 20:51,None,Houston Astros,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Didn't know about them,Dollar hot dogs 
9/20/2019 21:01,43470,Boston Red Sox,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Too Much,Too Much,Too Much,Just the right amount,"It’s marketing, but likely makes little to no difference in attendance or fandom. Seems pointless to me but I think the hats are cool ",Bring your dog to the ballpark.
9/20/2019 21:36,43470,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don’t really care for it. ,Don’t have one. 
9/20/2019 21:37,43626,Los Angeles Dodgers,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,,,,,They’re gay,Dick sucking night
9/20/2019 21:47,43470,Philadelphia Phillies,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,I think it’s great. I see no issue with it.,I just love going the ballpark. 
9/20/2019 21:53,43626,Minnesota Twins,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,,,,,None,"I go to games to see the teams and players I want to see, or for no particular reason at all other than it fits into my schedule or have friends that want to go.  Couldn’t care less about promotion gimmicks.   I’m there for the baseball "
9/20/2019 22:01,"1-5, 6-10",New York Mets,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Just the right amount,Just the right amount,Just the right amount,Dumb ,I just like day games. Especially 4 PM starts
9/20/2019 22:26,43626,Philadelphia Phillies,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"Not my thing.  Don't hate that they exist, but it isn't the occasion for me to attend a game.",Bobble Head events for sure. 
9/20/2019 22:55,None,Pittsburgh Pirates,Yes,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,,,,,Needed ,Pride
9/20/2019 23:10,43784,Atlanta Braves,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,It’s disgusting that the Braves put this sickness on display. Baseball is supposed to be a family environment!,There are too many themes! I just want to watch the game.
9/20/2019 23:25,43470,Atlanta Braves,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,,,,,Not a problem,Friday night fireworks 
9/20/2019 23:57,43470,Baltimore Orioles,Yes,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Wasn't done at all,Wasn't done at all,Wasn't done at all,Wasn't done at all,There needs to be more emphasis,"None in particular, but bobble heads and jerseys/hats are nice"
9/21/2019 1:11,43784,San Francisco Giants,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,"Did some, but not enough","Did some, but not enough","Did some, but not enough","Did some, but not enough",Baseball ⚾️ is meant to be inclusive. Fans come in all genders. ,I don’t know. I love ❤️ baseball ⚾️. I wish that they had atheist night. 
9/21/2019 1:24,43470,Kansas City Royals,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I think it's a great idea. Inclusivity (new word?) is imperative if you wanna expand your fan base(although white supremacy night is probably not a good idea),"Promotions and theme nights don't influence the games i attend, but i do enjoy fireworks and bobbleheads. And $1 hot dogs"
9/21/2019 1:50,43626,Atlanta Braves,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,Mentally ill ,Bobble head night 
9/21/2019 5:48,43470,Philadelphia Phillies,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to attend on Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I’m all for it. Live and let live. ,Jackie Robinson Day
9/21/2019 5:50,43470,New York Yankees,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,"Great, any support the MLB can provide can mean everything to someone.",College days
9/21/2019 6:21,43470,Atlanta Braves,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,,,,,"Terrible, trying to confuse young children and the people are inappropriate ","Family night, Star Wars, etc"
9/21/2019 7:02,43470,New York Mets,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,No thank you,Hispanic night
9/21/2019 7:22,43784,Milwaukee Brewers,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,"Did some, but not enough",Just the right amount,Just the right amount,Just the right amount,Just another normal night at the park.,Honestly I just go for the game.
9/21/2019 7:29,21 or more,Miami Marlins,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Wasn't done at all,"don't over do it. while some of us are teaching our kids about diversity and inclusion, kids are still kids.",bobbleheads
9/21/2019 8:12,43470,Cincinnati Reds,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"Don’t like them
","I go to games because it’s baseball, not for any promotion."
9/21/2019 8:13,43470,Atlanta Braves,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I just don't want my kids to be forced to see this all the time. Naturally in public a couple holding hands is find. But to be forced to see everyone doing it is another thing. Most games you go to and see straight people but they aren't purposely sharing their views onto others. There isn't a straight pride game. I support diversity I just dont support the need of being recognized for how you live your life and force onto others that may not agree with it.,Any Atlanta Brave Bobble Head night
9/21/2019 8:24,43626,Philadelphia Phillies,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,Theyre useful. ,Bobblehead Night
9/21/2019 8:58,43470,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Unsure- have never been to one.,Bobblehead
9/21/2019 9:02,43626,Washington Nationals,No,Yes,I attended specifically because it was Pride Night,Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,"I'm fine by it, all are welcome. ",Cheap beer night. Haha
9/21/2019 10:24,16-20,New York Mets,No,Yes,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Wasn't done at all,Wasn't done at all,Wasn't done at all,Wasn't done at all,Stupid,Bobbleheads 
9/21/2019 10:29,43784,Washington Nationals,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Just the right amount,,,,Good,90s night 
9/21/2019 11:04,43784,Atlanta Braves,Yes,I don't know,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",I would go out of my way to attend on Pride Night,,,,,I think it’s great that MLB is including their LGBTQ+ fan base,🤷🏼‍♀️
9/21/2019 15:01,43470,Atlanta Braves,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Not aware,Bobblehead
9/21/2019 15:05,43470,Atlanta Braves,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,Why is MLB wasting time on events like this? ,Anything but pride
9/21/2019 15:42,43784,Kansas City Royals,Yes,Yes,I attended specifically because it was Pride Night,I would go out of my way to attend on Pride Night,"Did some, but not enough","Did some, but not enough","Did some, but not enough",Just the right amount,"The Royals seem to have done this begrudgingly and not because they really want to support the queer community. As a queer fan, I’m disappointed. I hope they try harder next year.",Fireworks 
9/21/2019 16:07,43470,Atlanta Braves,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,,,,,Positive,College days
9/21/2019 16:41,43470,Philadelphia Phillies,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,Consistent with the pride movement ,When the Phillies  give out apparel 
9/21/2019 17:58,21 or more,San Diego Padres,Prefer not to answer,No,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,,,,,No,Hat 
9/21/2019 20:03,43470,Philadelphia Phillies,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,No opinion either way. Team decision ,Retro
9/21/2019 20:58,43470,Philadelphia Phillies,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,To each their own.  I like the events. ,"Personally, Irish heritage.  However,  the isn't any event I'd avoid. "
9/21/2019 22:53,None,Cincinnati Reds,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,MLB stay out of politics,"I attend games because I enjoy watching them, not becuase of a themed night or promotion"
9/22/2019 12:24,43470,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Really have paid no attention. ,I dont pay attention to promotions at all. s at all. 
9/22/2019 13:16,43470,Seattle Mariners,No,I don't know,"Didn't attend, but not because of Pride Night",I would only attend if I liked the promotional item,"Did some, but not enough","Did some, but not enough","Did some, but not enough","Did some, but not enough",Good for the game and community,Star Wars
9/22/2019 13:17,43626,Los Angeles Dodgers,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,N/a,Japan night. 
9/22/2019 13:19,43626,Los Angeles Angels,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,"Did some, but not enough",Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Aight,College nights
9/22/2019 13:19,43470,New York Yankees,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Just the right amount,Just the right amount,Wasn't done at all,eh,"idk, think the Yankees did it right by honoring gay pride but not making it a full on event"
9/22/2019 13:20,43470,Washington Nationals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,Good start,Bobbleheads
9/22/2019 13:22,43470,Texas Rangers,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I don’t care either way,Bobble head nights 
9/22/2019 13:23,43626,Arizona Diamondbacks,No,Yes,I attended specifically because it was Pride Night,I would go out of my way to attend on Pride Night,Just the right amount,Don't know/unaware of this feature,Just the right amount,Just the right amount,The Dbacks one was great!,haboob globe night
9/22/2019 13:26,43470,New York Yankees,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,None,Not a priority for me
9/22/2019 13:29,43626,Chicago Cubs,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"Can't speak for the league as a whole, but the Cubs do a fine job supporting the relatively large lgbtq+ local community due to the proximity of Boystown.",Bobblehead days
9/22/2019 13:29,43470,Milwaukee Brewers,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Insincerely trying to appeal to a particular group of people who in general don’t have much interest in baseball. ,None. They’re all dumb. 
9/22/2019 13:30,43470,Minnesota Twins,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,No opinion.,Bark in the park.
9/22/2019 13:39,43626,Baltimore Orioles,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Just the right amount,Good Promotion,Bobbleheads
9/22/2019 13:42,43470,Philadelphia Phillies,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to attend on Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,don't care,don't care
9/22/2019 13:46,43626,San Francisco Giants,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Important,Bark at the Park (dogs at the ballpark)
9/22/2019 13:48,None,St. Louis Cardinals,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Supporting a sin is not the right thing to do. ,N/A
9/22/2019 13:51,43626,Detroit Tigers,No,Yes,I attended specifically because it was Pride Night,I would go out of my way to attend on Pride Night,Don't know/unaware of this feature,"Did some, but not enough","Did some, but not enough","Did some, but not enough",Could be more fun,Pride night
9/22/2019 13:51,43626,Texas Rangers,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,No opinion,Bark at the Park
9/22/2019 13:52,None,Texas Rangers,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know,University days
9/22/2019 13:53,43784,Los Angeles Angels,No,No,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Wasn't done at all,Wasn't done at all,Wasn't done at all,Wasn't done at all,"It doesnt affect me at all so I dont really care about pride night in a negative or positive way, it’s just another night.",Ducks Night
9/22/2019 13:53,21 or more,Detroit Tigers,Yes,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Wasn't done at all,Wasn't done at all,Wasn't done at all,Just the right amount,They're fine but I don't like them.,I like the minor league pride nights. More family friendly and more fun.
9/22/2019 13:57,43470,New York Mets,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Aight.,Free stuff
9/22/2019 14:01,43784,Houston Astros,Yes,No,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,,,,,"It's good outreach, just like the MLB does for women, Hispanics, etc",It would be pride night if we had it. 
9/22/2019 14:06,43470,Chicago White Sox,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I think it's a great idea to help promote this cause.,Star Wars
9/22/2019 14:12,None,New York Yankees,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I've Never payed attention to it,"They are all fine, I wouldnt go to a game for a specific promotion."
9/22/2019 14:15,43470,St. Louis Cardinals,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,"Did some, but not enough",Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,All for it. Rainbows are awesome.,Anything with wearable merch.
9/22/2019 14:17,None,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,What’s the point,College themed
9/22/2019 14:23,43626,Toronto Blue Jays,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"Attempt at attracting a specific demographic to attend games, attempt to gain political capital with regards to regional politics.",discounted food or drink
9/22/2019 14:24,43626,Los Angeles Dodgers,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I believe inclusive programs are good,Bobblehead nights
9/22/2019 14:24,None,New York Mets,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,I’m not for it or against it. All people should be treated the same. ,Cap Day
9/22/2019 14:27,43470,Los Angeles Dodgers,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I don’t care one way or the other,N/A
9/22/2019 14:27,43626,Los Angeles Angels,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to avoid Pride Night,,,,,"Feels like they're trying to force an idea onto people that ""baseball is for everyone"" but I honestly do not believe anybody would believe otherwise. I dont see why they're so special as to have an entire night dedicated to themselves.",Any bobblehead give away no matter how stupid it might look.
9/22/2019 14:30,43470,Seattle Mariners,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"It's dope, we have like a million different theme nights and pride night is definitely one of the better ones",bobblehead nights for my favorite players 
9/22/2019 14:34,43470,Boston Red Sox,Yes,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Are they really addressing issues or celebrating queer folks in any meaningful way? Or are they just trying to cash in?,Promotions don't tend to influence my decision to attend a baseball game. I do love a free t-shirt tho
9/22/2019 14:37,43784,Seattle Mariners,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,"Did some, but not enough",Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,A good idea that needs expansion ,Vintage/retro
9/22/2019 14:41,43470,Houston Astros,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,I think it is good to try to reach but to a wide variety of people at the ballpark.,Latino heritage nights
9/22/2019 14:44,21 or more,Oakland Athletics,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",I would go out of my way to attend on Pride Night,Just the right amount,Just the right amount,Don't know/unaware of this feature,Just the right amount,I’m a fan of them. Sports is an important venue to talk about inclusivity. ,Fireworks 
9/22/2019 14:45,43470,Pittsburgh Pirates,Yes,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,A good idea,Marvel or Star Wars
9/22/2019 14:47,21 or more,Los Angeles Dodgers,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,"Doesn’t impact my enjoyment of the game one way or the other, but I know people appreciate representation.",I don’t like promotions. I’d rather attend a game with no video screens or sound system at all.
9/22/2019 14:48,43470,San Francisco Giants,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,"Did some, but not enough",Just the right amount,"Spreading, getting better across the board. ",I don’t get enough opportunities to attend games to give a good answer here. 
9/22/2019 14:53,16-20,New York Yankees,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,"Did some, but not enough","Did some, but not enough","Did some, but not enough","Did some, but not enough",Positive ,Jersey giveaway 
9/22/2019 14:56,43626,Chicago White Sox,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I'm pro pride night,"Not sure, Sox eloy bobblehead, sweatshirt or beer stein night from this year"
9/22/2019 14:56,43470,Los Angeles Dodgers,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,"Did some, but not enough",Don't know/unaware of this feature,Seems like corporations trying to get money off of minority groups by making their logo rainbow-colored instead of actually doing something helpful.,None
9/22/2019 14:59,43470,Toronto Blue Jays,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,Can't speak for all of the MLB but the Jays seem to be doing an admirable job with Pride Night.,Something with a bobblehead giveaway of my favourite player(s)
9/22/2019 15:02,43470,New York Mets,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I really don't know anything about it.,Bobblehead giveaways
9/22/2019 15:04,43784,Los Angeles Dodgers,Yes,Yes,I attended specifically because it was Pride Night,I would go out of my way to attend on Pride Night,Just the right amount,Just the right amount,Wasn't done at all,Just the right amount,"It was great! They commemorated Billy Bean one year, Lance bass threw out the first pitch another year. The pregame celebrations are always clever and really thought out.",Tie between pride night and Cuban heritage night
9/22/2019 15:04,43626,St. Louis Cardinals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Too Much,Don't know/unaware of this feature,Don't know/unaware of this feature,Too Much,The Cardinals marketed their pride night heavily and I think the giveaway was a rainbow shirt or something. ,Playoff games for the rally towels
9/22/2019 15:08,43470,Oakland Athletics,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Wasn't done at all,"Did some, but not enough",,,Good idea,Fireworks nights
9/22/2019 15:17,43470,Chicago White Sox,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Idk,Idk
9/22/2019 15:20,43470,New York Mets,Yes,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Just the right amount,Just the right amount,Just the right amount,Don't know/unaware of this feature,"It’s a good idea to spread pride, especially in major league sports, where representation has historically been lacking.",Bobblehead nights 
9/22/2019 15:20,43470,Houston Astros,No,No,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,"It’s not genuine, just like any other corporation pretending to care about a cause for PR. Still, it’s a positive thing for inclusion reasons. ",Dollar hot dog night 
9/22/2019 15:21,43784,Chicago White Sox,Yes,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,"Did some, but not enough",Just the right amount,Just the right amount,Just the right amount,"I appreciate the thought. That said, I'm not outspoken with my orientation.",$1 Hot Dog Wednesdays
9/22/2019 15:25,43470,St. Louis Cardinals,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Doesn’t apply to me but I have no issues with it. ,Collectible/memorabilia 
9/22/2019 15:38,43470,Los Angeles Angels,No,No,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,,,,, l, n
9/22/2019 16:16,43470,New York Yankees,Yes,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,"Nice that they have them, I guess",Idk
9/22/2019 16:21,43626,San Francisco Giants,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,"Did some, but not enough","Did some, but not enough",Don't know/unaware of this feature,Don't know/unaware of this feature,It’s a good way to recognize and honor a community that is an important part of my city.,I personally don’t really care that much about theme nights so I don’t have one.
9/22/2019 16:34,43784,New York Mets,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,"Did some, but not enough",Just the right amount,Just the right amount,Don't know/unaware of this feature,"I don't know enough, but I went to the Yankees pride this year and it was subtle and tasteful",Garden gnome nights
